,label,text,spam,length,filtered_text
2446,ham,"Sorry, I'll call later",0,22,sorry ill call later
2447,ham,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,0,109,tmr ì brin lar aiya later come n c lar mayb ì neva set properly ì got da help sheet wif ì
2448,ham,Do u knw dis no. &lt;#&gt; ?,0,28,u knw dis ltgt
2449,ham,Then she dun believe wat?,0,25,dun believe wat
2450,ham,K..give back my thanks.,0,23,kgive back thanks
2451,ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,0,74,know complain num onlybettr directly go bsnl offc nd apply
2452,ham,Okay. I've seen it. So i should pick it on friday?,0,50,okay ive seen pick friday
2453,ham,How much she payed. Suganya.,0,28,much payed suganya
2454,ham,Left dessert. U wan me 2 go suntec look 4 u?,0,44,left dessert u wan 2 go suntec look 4 u
2455,ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",0,88,abeg make profit start using get sponsors next event
2456,ham,Onum ela pa. Normal than.,0,25,onum ela pa normal
2457,ham,K.k..how is your sister kids?,0,29,kkhow sister kids
2458,ham,"Cool, I'll text you when I'm on the way",0,39,cool ill text im way
2459,ham,Nope. Meanwhile she talk say make i greet you.,0,46,nope meanwhile talk say make greet
2460,ham,i cant talk to you now.i will call when i can.dont keep calling.,0,64,cant talk nowi call candont keep calling
2461,ham,Anything lar...,0,15,anything lar
2462,ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",0,126,rose needs water season needs change poet needs imaginationmy phone needs ur sms need ur lovely frndship forever
2463,ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",0,105,good afternoon babe goes day job prospects yet miss love sighs
2464,ham,They will pick up and drop in car.so no problem..,0,49,pick drop carso problem
2465,ham,S.i think he is waste for rr..,0,30,si think waste rr
2466,ham,He is world famamus....,0,23,world famamus
2467,ham,Is there coming friday is leave for pongal?do you get any news from your work place.,0,84,coming friday leave pongaldo get news work place
2468,ham,Lol well don't do it without me. We could have a big sale together.,0,67,lol well dont without could big sale together
2469,ham,* Am on my way,0,14,way
2470,ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,0,68,eat old airport road 630 oredi got lot pple
2471,ham,"sry can't talk on phone, with parents",0,37,sry cant talk phone parents
2472,spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",1,161,final chance claim ur å£150 worth discount vouchers today text yes 85023 savamob member offers mobile cs savamob pobox84 m263uz å£300 subs 16
2473,ham,Ok lor wat time Ì_ finish?,0,26,ok lor wat time ì finish
2474,ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",0,84,princess like make love ltgt times per night hope thats problem
2475,ham,Mm i am on the way to railway,0,29,mm way railway
2476,ham,i dnt wnt to tlk wid u,0,22,dnt wnt tlk wid u
2477,ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",0,201,im done im sorry hope next space gives everything want remember furniture im around move lock locks leave key jenne
2478,ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,0,137,yet id like keep touch easiest way barcelona way ru house
2479,spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",1,116,sppok ur mob halloween collection nokia logopic message plus free eerie tone txt card spook 8007
2480,spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",1,168,urgent call 09066612661 landline complementary 4 tenerife holiday å£10000 cash await collection sae tcs po box 3 wa14 2px 150ppm 18 sender hol offer
2481,ham,K.:)do it at evening da:)urgent:),0,33,kdo evening daurgent
2482,ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,0,101,pansy youve living jungle two years driving worried
2483,ham,Mm have some kanji dont eat anything heavy ok,0,45,mm kanji dont eat anything heavy ok
2484,ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,0,124,promise getting soon youll text morning let know made ok
2485,ham,Lol that's different. I don't go trying to find every real life photo you ever took.,0,84,lol thats different dont go trying find every real life photo ever took
2486,ham,I dont thnk its a wrong calling between us,0,42,dont thnk wrong calling us
2487,ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,0,78,k ill drinkpa need srs model pls send mail id pa
2488,ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,0,70,aiyah e rain like quite big leh drizzling least run home
2489,ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,0,121,2 docs appointments next week im tired shoving stuff ugh couldnt normal body
2490,ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,0,81,dun b sad dun thk abt already concentrate ur papers k
2491,ham,"Greetings me, ! Consider yourself excused.",0,42,greetings consider excused
2492,ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,0,245,drama plsi enough family struggling hot sun strange placeno reason ego going invited actually necessity gowait serious reppurcussions
2493,ham,they released another Italian one today and it has a cosign option,0,66,released another italian one today cosign option
2494,ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",0,139,mu try figure much money everyone gas alcohol jay trying figure weed budget
2495,spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,1,150,winner valued network customer hvae selected receive å£900 reward collect call 09061701444 valid 24 hours acl03530150pm
2496,ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,0,167,hcl chennai requires freshers voice processexcellent english neededsalary upto ltgt call mssuman ltgt telephonic interview via indyarockscom
2497,ham,Dai what this da.. Can i send my resume to this id.,0,51,dai da send resume id
2498,ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",0,55,know ltgt ill around 5
2499,ham,Yup i've finished c Ì_ there...,0,31,yup ive finished c ì
2500,ham,Remember to ask alex about his pizza,0,36,remember ask alex pizza
2501,ham,No da..today also i forgot..,0,28,datoday also forgot
2502,ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",0,306,ola would get back maybe today told direct link us getting cars bids online arrange shipping get cut u partnership u invest money shipping takes care restuwud b self reliant soon dnt worry
2503,ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,0,202,fwiw reason im around time smoke gas afford around someone tells apparently happens somebody wants light
2504,ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",0,160,hello boytoy made home constant thought love hope nice visit cant wait till come home kiss
2505,ham,Congrats kano..whr s the treat maga?,0,36,congrats kanowhr treat maga
2506,ham,Who u talking about?,0,20,u talking
2507,ham,Yup...,0,6,yup
2508,ham,Ok...,0,5,ok
2509,ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",0,150,u wake already wat u u picking us later rite im taking sq825 reaching ard 7 smth 8 like dat u check e arrival time c ya soon
2510,ham,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,0,74,yunny im walking citylink ì faster come hungry
2511,ham,Er yep sure. Props?,0,19,er yep sure props
2512,ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",0,153,hiya u paying money account thanks got pleasant surprise checked balance u c dont get statements 4 acc
2513,spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,1,158,u nokia 6230 plus free digital camera u get u win free auction take part send nokia 83383 pobox11414tcrw1 16
2514,ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,0,45,ok ill send ltdecimalgt ok
2515,ham,Bognor it is! Should be splendid at this time of year.,0,54,bognor splendid time year
2516,ham,Yes.i'm in office da:),0,22,yesim office da
2517,ham,"Sorry, I'll call later",0,22,sorry ill call later
2518,ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,0,67,joys father john john name joys father mandan
2519,ham,Ok. I only ask abt e movie. U wan ktv oso?,0,42,ok ask abt e movie u wan ktv oso
2520,ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,0,179,misplaced number sending texts old number wondering ive heard year best mcat got number atlanta friends
2521,ham,"Sorry, I'll call later",0,22,sorry ill call later
2522,ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,0,82,dunno lei might b eatin wif frens ì wan eat wait 4 ì lar
2523,ham,"Sorry, I'll call later",0,22,sorry ill call later
2524,spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1,100,free entry å£250 weekly comp send word win 80086 18 tc wwwtxttowincouk
2525,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0,163,say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls
2526,ham,Do u noe how 2 send files between 2 computers?,0,46,u noe 2 send files 2 computers
2527,ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",0,158,mmmmm loved waking words morning miss love hope day goes well happy wait us together
2528,ham,jay says he'll put in  &lt;#&gt;,0,32,jay says hell put ltgt
2529,ham,Can you just come in for a sec? There's somebody here I want you to see,0,71,come sec theres somebody want see
2530,ham,So the sun is anti sleep medicine.,0,34,sun anti sleep medicine
2531,ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,0,104,whats happening gotten job begun registration permanent residency
2532,ham,Yup ok...,0,9,yup ok
2533,ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,0,95,glad went well come 11 well plenty time claire goes work
2534,ham,Ok enjoy . R u there in home.,0,29,ok enjoy r u home
2535,ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",0,155,pls pls send mail know relatives coming deliver know costs risks benefits anything else thanks
2536,ham,You do what all you like,0,24,like
2537,ham,That's y we haf to combine n c how lor...,0,41,thats haf combine n c lor
2538,ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,0,106,monthly amount terrible pay anything till 6months finishing school
2539,ham,Hmmm:)how many players selected?,0,32,hmmmhow many players selected
2540,ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",0,112,said gonna snow start around 8 9 pm tonite predicting inch accumulation
2541,ham,I dont. Can you send it to me. Plus how's mode.,0,47,dont send plus hows mode
2542,ham,Aiyo please Ì_ got time meh.,0,28,aiyo please ì got time meh
2543,ham,Package all your programs well,0,30,package programs well
2544,ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",0,289,sister belongs 2 family hope tomorrow pray 4 herwho fated 4 shoranur train incident lets hold hands together amp fuelled love amp concern prior 2 grief amp pain pls join dis chain amp pass stop violence women
2545,ham,So are you guys asking that i get that slippers again or its gone with last year,0,80,guys asking get slippers gone last year
2546,ham,Company is very good.environment is terrific and food is really nice:),0,70,company goodenvironment terrific food really nice
2547,spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",1,101,text82228 get ringtones logos games wwwtxt82228com questions infotxt82228couk
2548,ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,0,122,honestly ive made lovely cup tea promptly dropped keys burnt fingers getting
2549,ham,Yup but not studying surfing lor. I'm in e lazy mode today.,0,59,yup studying surfing lor im e lazy mode today
2550,ham,Please sen :)my kind advice :-)please come here and try:-),0,58,please sen kind advice please come try
2551,ham,I'm done. C Ì_ there.,0,21,im done c ì
2552,ham,"Oh fine, I'll be by tonight",0,27,oh fine ill tonight
2553,ham,ÌÏ give me some time to walk there.,0,35,ìï give time walk
2554,ham,I'll reach in ard 20 mins ok...,0,31,ill reach ard 20 mins ok
2555,spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",1,156,freemsg awarded free mini digital camera reply snap collect prize quizclub opt stop 80122300pwk sprwm ph08704050406
2556,ham,Fuck babe ... What happened to you ? How come you never came back?,0,66,fuck babe happened come never came back
2557,spam,This message is brought to you by GMW Ltd. and is not connected to the,1,70,message brought gmw ltd connected
2558,ham,"Some friends want me to drive em someplace, probably take a while",0,65,friends want drive em someplace probably take
2559,ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,0,95,also thk fast xy suggest one u dun wan ok going 2 rain leh got gd
2560,ham,Are you still getting the goods.,0,32,still getting goods
2561,ham,And maybe some pressies,0,23,maybe pressies
2562,ham,"Yeah I am, so I'll leave maybe 7ish?",0,36,yeah ill leave maybe 7ish
2563,ham,K..k..i'm also fine:)when will you complete the course?,0,55,kkim also finewhen complete course
2564,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0,140,sea lays rock rock envelope envelope paper paper 3 words
2565,ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,0,144,told dr appt next week thinks im gonna die told check nothing worried didnt listen
2566,ham,You in your room? I need a few,0,30,room need
2567,ham,I dont want to hear anything,0,28,dont want hear anything
2568,ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,0,83,hey leave friday wait ask superior tell
2569,ham,Ultimately tor motive tui achieve korli.,0,40,ultimately tor motive tui achieve korli
2570,ham,From 5 to 2 only my work timing.,0,32,5 2 work timing
2571,ham,Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!,0,61,û donû÷t worry weû÷ll finished march û ish
2572,ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",0,116,house water dock boat rolled newscaster dabbles jazz flute behind wheel
2573,spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",1,160,congrats 2 mobile 3g videophones r call 09063458130 videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p
2574,spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,1,153,next amazing xxx picsfree1 video sent enjoy one vid enough 2day text back keyword picsfree1 get next video
2575,ham,Now thats going to ruin your thesis!,0,36,thats going ruin thesis
2576,ham,In sch but neva mind u eat 1st lor..,0,36,sch neva mind u eat 1st lor
2577,ham,Hey whats up? U sleeping all morning?,0,37,hey whats u sleeping morning
2578,ham,Erm. I thought the contract ran out the4th of october.,0,54,erm thought contract ran the4th october
2579,ham,I dunno until when... Lets go learn pilates...,0,46,dunno lets go learn pilates
2580,spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,1,134,u subscribed best mobile content service uk å£3 per ten days send stop 83435 helpline 08706091795
2581,ham,Yup i'm elaborating on the safety aspects and some other issues..,0,65,yup im elaborating safety aspects issues
2582,spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",1,131,3 free tarot texts find love life try 3 free text chance 85555 16 3 free msgs å£150
2583,ham,"Goodmorning, today i am late for 1hr.",0,37,goodmorning today late 1hr
2584,ham,Hi happy birthday. Hi hi hi hi hi hi hi,0,39,hi happy birthday hi hi hi hi hi hi hi
2585,ham,I will be outside office take all from there,0,44,outside office take
2586,ham,If you don't respond imma assume you're still asleep and imma start calling n shit,0,82,dont respond imma assume youre still asleep imma start calling n shit
2587,ham,"Aight, see you in a bit",0,23,aight see bit
2588,ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),0,155,superior telling friday leave department except oursso leave youany way call waheed fathima hr conform
2589,spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,1,153,join uks horniest dogging service u sex 2nite sign follow instructions txt entry 69888 nytec2a3lpmsg150p
2590,ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,0,153,lol take member said aunt flow didnt visit 6 months cause developed ovarian cysts bc way shrink
2591,ham,Still work going on:)it is very small house.,0,44,still work going onit small house
2592,ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",0,117,friend got says hes upping order grams hes got ltgt get
2593,ham,Tmr timin still da same wat cos i got lesson until 6...,0,55,tmr timin still da wat cos got lesson 6
2594,ham,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",0,126,thatû÷s thing apes u fight death keep something minute u let go thats
2595,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,1,137,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr 82277 å£150 sptyrone
2596,ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,0,109,im gonna able late notice ill home weeks anyway plans
2597,ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",0,65,got fujitsu ibm hp toshiba got lot model say
2598,ham,Okie... Thanx...,0,16,okie thanx
2599,ham,"Gosh that , what a pain. Spose I better come then.",0,50,gosh pain spose better come
2600,ham,"As usual..iam fine, happy &amp; doing well..:)",0,46,usualiam fine happy amp well
2601,ham,Okie,0,4,okie
2602,ham,So when you gonna get rimac access ,0,35,gonna get rimac access
2603,ham,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",0,99,im arestaurant eating squid 1030 wanna dosomething late
2604,ham,You call times job today ok umma and ask them to speed up,0,57,call times job today ok umma ask speed
2605,ham,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",0,136,hello ucall wen u finish wrki fancy meetin wiv u tonite need break dabooks 4 hrs last nite2 today wrk
2606,ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,0,56,r u sam p eachother meet go 2 house
2607,ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,0,62,yeah lol luckily didnt starring role like
2608,ham,Hello madam how are you ?,0,25,hello madam
2609,ham,"Awesome, text me when you're restocked",0,38,awesome text youre restocked
2610,ham,"As usual..iam fine, happy &amp; doing well..:)",0,46,usualiam fine happy amp well
2611,spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,1,156,knock knock txt whose 80082 enter r weekly draw 4 å£250 gift voucher 4 store yr choice tcs wwwtklscom age16 stoptxtstopå£150week
2612,ham,Yes. It's all innocent fun. O:-),0,32,yes innocent fun
2613,ham,Thanks for sending this mental ability question..,0,49,thanks sending mental ability question
2614,ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",0,243,sir hope day going smoothly really hoped wont bother bills cant settle month extra cash know challenging time also let know
2615,ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,0,42,2marrow wed ltgt 2 aha
2616,ham,I went to ur hon lab but no one is there.,0,41,went ur hon lab one
2617,ham,I cant pick the phone right now. Pls send a message,0,51,cant pick phone right pls send message
2618,ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,0,81,hey pple700 900 5 nightsexcellent location wif breakfast hamper
2619,spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,1,173,forwarded 21870000hi mailbox messaging sms alert 40 matches please call back 09056242159 retrieve messages matches cc100pmin
2620,ham,How come?,0,9,come
2621,ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,0,136,lol nah wasnt bad thanks good b home quite reality check hows ur day u anything website
2622,ham,Ok lor...,0,9,ok lor
2623,ham,I'm coming home 4 dinner.,0,25,im coming home 4 dinner
2624,ham,S da..al r above  &lt;#&gt;,0,27,daal r ltgt
2625,spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",1,109,free ring tone text polys 87131 every week get new tone 0870737910216yrs å£150wk
2626,ham,Unni thank you dear for the recharge..Rakhesh,0,45,unni thank dear rechargerakhesh
2627,ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,0,115,know im lacking particular dramastorms details part im worried
2628,ham,Haha... They cant what... At the most tmr forfeit... haha so how?,0,65,haha cant tmr forfeit haha
2629,ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",0,139,hey glad u r better hear u treated urself digi cam good r 9pm fab new year c u coupla wks
2630,ham,No way I'm going back there!,0,28,way im going back
2631,spam,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",1,154,urgent mobile 077xxx å£2000 bonus caller prize 020603 2nd attempt reach call 09066362206 asap box97n7qp 150ppm
2632,ham,I WILL CAL YOU SIR. In meeting,0,30,cal sir meeting
2633,ham,"That's what I love to hear :V see you sundayish, then",0,53,thats love hear v see sundayish
2634,ham,"Sorry da thangam, very very sorry i am held up with prasad.",0,59,sorry da thangam sorry held prasad
2635,ham,Tiwary to rcb.battle between bang and kochi.,0,44,tiwary rcbbattle bang kochi
2636,ham,Thank god they are in bed!,0,26,thank god bed
2637,ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,0,85,dont cancer moms making big deal regular checkup aka pap smear
2638,ham,Am in gobi arts college,0,23,gobi arts college
2639,ham,Why she wants to talk to me,0,27,wants talk
2640,ham,Pandy joined 4w technologies today.he got job..,0,47,pandy joined 4w technologies todayhe got job
2641,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1,147,guaranteed latest nokia phone 40gb ipod mp3 player å£500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18
2642,ham,"They can try! They can get lost, in fact. Tee hee",0,49,try get lost fact tee hee
2643,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0,126,hi spoke maneesha v wed like know satisfied experience reply toll free yes
2644,ham,My friends use to call the same.,0,32,friends use call
2645,ham,"Sorry, I'll call later",0,22,sorry ill call later
2646,ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",0,107,em olowoyey uscedu great time argentina sad secretary everything blessing
2647,ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",0,46,taxt massagetiepos argh ok lool
2648,ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",0,96,hi please get ltgt dollar loan ill pay back mid february pls
2649,ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",0,157,might want pull case plan spending dont much confidence derek taylors money management
2650,ham,Do you like shaking your booty on the dance floor?,0,50,like shaking booty dance floor
2651,ham,"Text me when you get off, don't call, my phones having problems",0,63,text get dont call phones problems
2652,ham,No need for the drug anymore.,0,29,need drug anymore
2653,ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,0,87,sorry dai thought calling lot timeslil busyi call noon
2654,ham,Its sarcasm.. .nt scarcasim,0,27,sarcasm nt scarcasim
2655,ham,Great! I have to run now so ttyl!,0,33,great run ttyl
2656,ham,Feel like trying kadeem again? :V,0,33,feel like trying kadeem v
2657,ham,Dai  &lt;#&gt;  naal eruku.,0,27,dai ltgt naal eruku
2658,ham,Not yet chikku..wat abt u?,0,26,yet chikkuwat abt u
2659,ham,Ok...,0,5,ok
2660,ham,Want to finally have lunch today?,0,33,want finally lunch today
2661,ham,Do you know when dad will be back?,0,34,know dad back
2662,spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",1,130,hello darling today would love chat dont tell look like sexy
2663,spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,1,165,8007 free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mates wwwgetzedcouk pobox 36504 w4 5wq norm 150ptone 16
2664,ham,He remains a bro amongst bros,0,29,remains bro amongst bros
2665,ham,R u meeting da ge at nite tmr?,0,30,r u meeting da ge nite tmr
2666,ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",0,140,nice day impressively sensible went home early feel fine boring whens cant remember
2667,ham,Why de. You looking good only:-)..,0,34,de looking good
2668,spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,1,163,wanna get laid 2nite want real dogging locations sent direct ur mobile join uks largest dogging network txt park 69696 nyt ec2a 3lp å£150msg
2669,spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,1,130,tried contact response offer new nokia fone camcorder hit reply call 08000930705 delivery
2670,ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,0,117,yes replied mail im going management office later plus bank later alsoor wednesday
2671,ham,"That's cool, I'll come by like  &lt;#&gt; ish",0,45,thats cool ill come like ltgt ish
2672,ham,Super msg da:)nalla timing.,0,27,super msg danalla timing
2673,ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",0,153,good afternoon boytoy feeling today better hope good boy obedient slave please queen
2674,ham,I am 6 ft. We will be a good combination!,0,41,6 ft good combination
2675,ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,0,136,im sick im needy want pouts stomps feet pouts stomps feet want slave want
2676,ham,* Am on a train back from northampton so i'm afraid not!,0,56,train back northampton im afraid
2677,ham,Where in abj are you serving. Are you staying with dad or alone.,0,64,abj serving staying dad alone
